cycle,state_name,district,party,candidate,politician_id,exclusions
2014,Louisiana,Class II,DEM,Vallian Senegal,6384,x
2014,Maine,Class II,DEM,Shenna Bellows,4668,
2014,Maine,Class II,REP,Susan M. Collins,1602,
2014,Massachusetts,Class II,DEM,Edward J. Markey,2711,
2014,Massachusetts,Class II,REP,Brian J. Herr,4672,
2014,Michigan,Class II,GRE,Chris Wahmhoff,6350,x
2014,Michigan,Class II,LIB,Jim Fulner,4865,x
2014,Michigan,Class II,DEM,Gary C. Peters,2948,
2014,Michigan,Class II,IND,Richard A. Matkin,6114,x
2014,Michigan,Class II,REP,Terri Lynn Land,4475,
2014,Minnesota,Class II,LIB,Heather Johnson,6352,x
2014,Minnesota,Class II,DEM,Al Franken,1610,
2014,Minnesota,Class II,REP,Mike McFadden,4506,
2014,Minnesota,Class II,IDP,Stephen W. Carlson,4502,x
2014,Mississippi,Class II,REF,Shawn R. O'Hara,4699,x
2014,Mississippi,Class II,DEM,Travis W. Childers,4695,
2014,Mississippi,Class II,REP,Thad Cochran,1626,
2014,Montana,Class II,DEM,John E. Walsh,2714,x
2014,Montana,Class II,DEM,Amanda G. Curtis,6351,
2014,Montana,Class II,LIB,Roger Roots,4481,x
2014,Montana,Class II,REP,Steve Daines,3105,
2014,Nebraska,Class II,DEM,Dave Domina,4653,
2014,Nebraska,Class II,IND,Jim Jenkins,4654,x
2014,Nebraska,Class II,REP,Ben Sasse,4659,
2014,Nebraska,Class II,IND,Todd F. Watson,4660,x
2014,New Hampshire,Class II,DEM,Jeanne Shaheen,1649,
2014,New Hampshire,Class II,REP,Scott Brown,976,
2014,New Jersey,Class II,REP,Jeff Bell,4686,
2014,New Jersey,Class II,OTH,Eugene Martin LaVergne,4689,x
2014,New Jersey,Class II,IND,Jeffrey Harlan Boss,4687,x
2014,New Jersey,Class II,IND,Antonio N. Sabas,4691,x
2014,New Jersey,Class II,LIB,Joseph Baratelli,4685,x
2014,New Jersey,Class II,IND,Hank Schroeder,4693,x
2014,New Jersey,Class II,DEM,Cory A. Booker,2713,
2014,New Mexico,Class II,DEM,Tom Udall,1662,
2014,New Mexico,Class II,REP,Allen E. Weh,4671,
2014,North Carolina,Class II,LIB,Sean Newton Haugh,4534,x
2014,North Carolina,Class II,REP,Thomas Roland Tillis,4539,
2014,North Carolina,Class II,DEM,Kay R. Hagan,1636,
2014,Oklahoma,Class II,IND,Joan E. Farr,4640,x
2014,Oklahoma,Class II,REP,James M. Inhofe,1663,
2014,Oklahoma,Class III,IND,Mark Beard,6377,x
2014,Oklahoma,Class III,REP,James Lankford,2881,
2014,Oklahoma,Class II,DEM,Matt Silverstein,4648,
2014,Oklahoma,Class III,DEM,Constance N. Johnson,4642,
2014,Oklahoma,Class II,IND,Ray Woods,4650,x
2014,Oklahoma,Class II,IND,Aaron DeLozier,4639,x
2014,Oregon,Class II,DEM,Jeff Merkley,1667,
2014,Oregon,Class II,CON,James E. Leuenberger,6362,x
2014,Oregon,Class II,LIB,Mike Montchalin,6363,x
2014,Oregon,Class II,REP,Monica Wehby,4570,
2014,Oregon,Class II,GRE,Christina Jean Lugo,5539,x
2014,Rhode Island,Class II,DEM,Jack Reed,1675,
2014,Rhode Island,Class II,REP,Mark S. Zaccaria,4572,
2014,South Carolina,Class III,DEM,Joyce Dickerson,4579,
2014,South Carolina,Class II,LIB,Victor Kocher,2215,x
2014,South Carolina,Class II,IND,Brandon Armstrong,4573,x
2014,South Carolina,Class III,REP,Tim Scott,2712,
2014,South Carolina,Class II,IND,Thomas Ravenel,6364,x
2014,South Carolina,Class II,REP,Lindsey Graham,1680,
2014,South Carolina,Class II,DEM,Charles Bradley Hutto,4581,
2014,South Carolina,Class III,IND,Jill Bossi,4574,x
2014,South Dakota,Class II,REP,M. Michael Rounds,4593,
2014,South Dakota,Class II,LIB,Kurt Evans,4588,x
2014,South Dakota,Class II,IND,Gordon K. Howie,4589,x
2014,South Dakota,Class II,DEM,Richard P. Weiland,4594,
2014,South Dakota,Class II,IND,Larry Pressler,312,x
2014,Tennessee,Class II,DEM,William Gordon Ball,4612,
2014,Tennessee,Class II,IND,Edmund Louis Gauthier,6366,x
2014,Tennessee,Class II,IND,Bartholomew J. Phillips,6370,x
2014,Tennessee,Class II,REP,Lamar Alexander,167,
2014,Tennessee,Class II,IND,Tom Emerson,6365,x
2014,Tennessee,Class II,IND,Harrison Kelly,6368,x
2014,Tennessee,Class II,IND,Rick Tyler,6373,x
2014,Tennessee,Class II,GRE,Martin Pleasant,6234,x
2014,Tennessee,Class II,IND,Joshua James,6367,x
2014,Tennessee,Class II,IND,Eric Schechter,6372,x
2014,Tennessee,Class II,IND,Danny Page,6369,x
2014,Tennessee,Class II,REP,Erin Kent Magee,3383,x
2014,Tennessee,Class II,CON,Joe B. Wilmoth,6374,x
2014,Tennessee,Class II,IND,Choudhury Salekin,6371,x
2014,Texas,Class II,LIB,Rebecca Paddock,4602,x
2014,Texas,Class II,GRE,Emily Sanchez,4605,x
2014,Texas,Class II,IND,Avery L. Ayers,4596,x
2014,Texas,Class II,REP,John Cornyn,1699,
2014,Texas,Class II,DEM,David M. Alameel,4595,
2014,Virginia,Class II,LIB,Robert C. Sarvis,4684,x
2014,Virginia,Class II,DEM,Mark R. Warner,67,
2014,Virginia,Class II,REP,Ed W. Gillespie,4683,
2014,West Virginia,Class II,DEM,Natalie E. Tennant,4627,
2014,West Virginia,Class II,LIB,John S. Buckley,4621,x
2014,West Virginia,Class II,REP,Larry Eugene Butcher,4622,x
2014,West Virginia,Class II,MTP,Bob Henry Baber,4620,x
2014,West Virginia,Class II,REP,Shelley Moore Capito,2708,
2014,West Virginia,Class II,CON,Phillip J. Hudok,4624,x
2014,Wyoming,Class II,REP,Michael B. Enzi,1712,
2014,Wyoming,Class II,DEM,Charlie Hardy,4633,
2014,Wyoming,Class II,IND,Curt Gottshall,6375,x
2014,Wyoming,Class II,LIB,Joseph Porambo,6376,x
2016,Alabama,Class III,REP,Richard C. Shelby,363,
2016,Alabama,Class III,DEM,Ronald Steven Crumpton,8195,
2016,Alaska,Class III,DEM,Ray Metcalfe,8184,
2016,Alaska,Class III,N,Margaret Stock,8192,x
2016,Alaska,Class III,LIB,Joe Miller,351,x
2016,Alaska,Class III,NA,Breck A. Craig,8216,x
2016,Alaska,Class III,N,Ted Gianoutsos,6358,x
2016,Alaska,Class III,REP,Lisa Murkowski,350,
2016,Arizona,Class III,REP,John McCain,43,
2016,Arizona,Class III,DEM,Ann Kirkpatrick,3063,
2016,Arizona,Class III,GRE,Gary Swing,3868,x
2016,Arkansas,Class III,REP,John Boozman,376,
2016,Arkansas,Class III,DEM,Conner W. Eldridge,5424,
2016,Arkansas,Class III,LIB,Frank Gilbert,6596,x
2016,California,Class III,DEM,Kamala Harris,6826,
2016,California,Class III,DEM,Loretta Sanchez,2986,x
2016,Colorado,Class III,LIB,Lily Tang Williams,8146,x
2016,Colorado,Class III,REP,Darryl Glenn,8140,
2016,Colorado,Class III,DEM,Michael Bennet,429,
2016,Colorado,Class III,UN,Paul Fiorino,6614,x
2016,Colorado,Class III,GRE,Arn Menconi,8145,x
2016,Colorado,Class III,UN,Dan Chapin,3853,x
2016,Colorado,Class III,UNI,William Robert Hammons,4555,x
2016,Connecticut,Class III,LIB,Richard Lion,12860,x
2016,Connecticut,Class III,GRE,Jeffery Russell,12777,x
2016,Connecticut,Class III,DEM,Richard Blumenthal,447,
2016,Connecticut,Class III,REP,Dan Carter,8125,
2016,Florida,Class III,DEM,Patrick Murphy,3085,
2016,Florida,Class III,NNE,Basil E. Dalack,8201,x
2016,Florida,Class III,NNE,Anton Khoury,8202,x
2016,Florida,Class III,NNE,Steven Machat,8203,x
2016,Florida,Class III,NPA,Bruce Nathan,12862,x
2016,Florida,Class III,LIB,Paul Anthony Stanton,8185,x
2016,Florida,Class III,REP,Marco Rubio,481,
2016,Georgia,Class III,REP,Johnny Isakson,495,
2016,Georgia,Class III,LIB,Allen Buckley,1550,x
2016,Georgia,Class III,DEM,Jim Barksdale,8120,
2016,Hawaii,Class III,OTH,"John ""Raghu"" Giuffre",5015,x
2016,Hawaii,Class III,REP,John Stanley Carroll,6125,
2016,Hawaii,Class III,CON,Joy J. Allison,4493,x
2016,Hawaii,Class III,LIB,Michael Kokoski,4496,x
2016,Hawaii,Class III,DEM,Brian Schatz,2654,
2016,Idaho,Class III,DEM,Jerry Sturgill,8141,
2016,Idaho,Class III,REP,Mike Crapo,525,
2016,Idaho,Class III,CON,Ray J. Writz,8142,x
2016,Illinois,Class III,REP,Mark Kirk,544,
2016,Illinois,Class III,DEM,Tammy Duckworth,3090,
2016,Illinois,Class III,LIB,Kenton McMillen,8188,x
2016,Illinois,Class III,GRE,Scott K. Summers,6566,x
2016,Indiana,Class III,DEM,Evan Bayh,60,
2016,Indiana,Class III,REP,Todd Young,3050,
2016,Indiana,Class III,LIB,Lucy M. Brenton,8215,x
2016,Iowa,Class III,DEM,Patty Judge,8129,
2016,Iowa,Class III,NPA,Michael Luick-Thrams,12900,x
2016,Iowa,Class III,OTH,Jim Hennager,6552,x
2016,Iowa,Class III,LIB,Charles A. Aldrich,4516,x
2016,Iowa,Class III,REP,Chuck Grassley,517,
2016,Kansas,Class III,LIB,Robert David Garrard,8161,x
2016,Kansas,Class III,DEM,Patrick Wiesner,4562,
2016,Kansas,Class III,REP,Jerry Moran,566,
2016,Kentucky,Class III,DEM,Jim Gray,8158,
2016,Kentucky,Class III,REP,Rand Paul,30,
2016,Louisiana,Class III,NPA,Kaitlin Marone,12925,x
2016,Louisiana,Class III,UNK,William Robert Lang,11938,x
2016,Louisiana,Class III,UNK,Gregory Taylor,12926,x
2016,Louisiana,Class III,IND,Troy M. Hebert,8123,x
2016,Louisiana,Class III,DEM,Peter Williams,12923,x
2016,Louisiana,Class III,REP,David Duke,239,x
2016,Louisiana,Class III,DEM,"M.V. ""Vinny"" Mendoza",6077,x
2016,Louisiana,Class III,REP,Charles Marsala,12928,x
2016,Louisiana,Class III,REP,John Fleming,2807,x
2016,Louisiana,Class III,DEM,Foster L. Campbell,8121,
2016,Louisiana,Class III,REP,Charles W. Boustany Jr.,2733,x
2016,Louisiana,Class III,REP,John Kennedy,1595,
2016,Louisiana,Class III,REP,Rob Maness,6381,x
2016,Louisiana,Class III,DEM,Joshua Pellerin,8155,x
2016,Louisiana,Class III,REP,Donald Crawford,12927,x
2016,Louisiana,Class III,NPA,Arden Wells,6083,x
2016,Louisiana,Class III,NPA,Beryl A. Billiot,10949,x
2016,Louisiana,Class III,LIB,Le Roy Gillam,12924,x
2016,Louisiana,Class III,LIB,Thomas Clements,6380,x
2016,Louisiana,Class III,DEM,Gary Landrieu,6073,x
2016,Louisiana,Class III,DEM,Derrick Edwards,8156,x
2016,Louisiana,Class III,REP,Anh Quang Cao,8154,x
2016,Louisiana,Class III,REP,Abhay Patel,8181,x
2016,Louisiana,Class III,DEM,Caroline Fayard,8122,x
2016,Maryland,Class III,DEM,Chris Van Hollen,3028,
2016,Maryland,Class III,REP,Kathy Szeliga,8083,
2016,Maryland,Class III,GRE,Margaret Flowers,8204,x
2016,Missouri,Class III,REP,Roy Blunt,644,
2016,Missouri,Class III,DEM,Jason Kander,8098,
2016,Missouri,Class III,GRE,Johnathan McFarland,8220,x
2016,Missouri,Class III,CON,Fred Ryman,8177,x
2016,Missouri,Class III,LIB,Jonathan Dine,1198,x
2016,Nevada,Class III,IND,Tom F. Jones,5884,x
2016,Nevada,Class III,REP,Joseph J. Heck,2844,
2016,Nevada,Class III,NNE,Tony Gumina,8209,x
2016,Nevada,Class III,NNE,Jarrod M. Williams,8211,x
2016,Nevada,Class III,NNE,Tom Sawyer,8210,x
2016,Nevada,Class III,DEM,Catherine Cortez Masto,6829,
2016,New Hampshire,Class III,LIB,Brian Chabot,8208,x
2016,New Hampshire,Class III,DEM,Maggie Hassan,6712,
2016,New Hampshire,Class III,IND,Aaron Day,8214,x
2016,New Hampshire,Class III,REP,Kelly Ayotte,688,
2016,New York,Class III,REP,Wendy E. Long,1209,
2016,New York,Class III,GRE,Robin Laverne Wilson,12912,x
2016,New York,Class III,LIB,Alex Merced,12913,x
2016,New York,Class III,DEM,Charles E. Schumer,744,
2016,North Carolina,Class III,REP,Richard Burr,663,
2016,North Carolina,Class III,DEM,Deborah K. Ross,8095,
2016,North Carolina,Class III,LIB,Sean Newton Haugh,4534,x
2016,North Dakota,Class III,REP,John Hoeven,669,
2016,North Dakota,Class III,IND,James Germalic,2206,x
2016,North Dakota,Class III,LIB,Robert N. Marquette,12914,x
2016,North Dakota,Class III,DEM,Eliot Glassheim,8197,
2016,Ohio,Class III,NNE,Tom Connors,8207,x
2016,Ohio,Class III,GRE,Joseph Rosario DeMare,6161,x
2016,Ohio,Class III,DEM,Ted Strickland,6820,
2016,Ohio,Class III,REP,Rob Portman,772,
2016,Ohio,Class III,NNE,Scott Allen Rupert,1159,x
2016,Oklahoma,Class III,IND,Mark Beard,6377,x
2016,Oklahoma,Class III,LIB,Robert Murphy,4186,x
2016,Oklahoma,Class III,DEM,Mike Workman,8196,
2016,Oklahoma,Class III,IND,Sean Donahue Braddy,12916,x
2016,Oklahoma,Class III,REP,James Lankford,2881,
2016,Oregon,Class III,DEM,Ron Wyden,788,
2016,Oregon,Class III,PG,Eric Navickas,12918,x
2016,Oregon,Class III,OTH,Shanti S. Lewallen,12919,x
2016,Oregon,Class III,LIB,James D. Lindsay,12917,x
2016,Oregon,Class III,IND,Cody Reynolds,5541,x
2016,Oregon,Class III,REP,Mark Callahan,4565,
2016,Pennsylvania,Class III,REP,Patrick J. Toomey,1484,
2016,Pennsylvania,Class III,DEM,Kathleen Alana McGinty,6579,
2016,Pennsylvania,Class III,LIB,Edward T. Clifford,8186,x
2016,South Carolina,Class III,REP,Tim Scott,2712,
2016,South Carolina,Class III,LIB,Bill Bledsoe,8164,x
2016,South Carolina,Class III,DEM,Thomas Dixon,8163,
2016,South Carolina,Class III,AMP,Rebel Michael Scarborough,8165,x
2016,South Dakota,Class III,DEM,Jay H. Williams,8198,
2016,South Dakota,Class III,REP,John R. Thune,22,
2016,Utah,Class III,REP,Mike Lee,873,
2016,Utah,Class III,DEM,Misty Katherine Snow,8144,
2016,Utah,Class III,IAP,Stone Teiko Fonua,8162,x
2016,Utah,Class III,IND,William C. Barron,4110,x
2016,Vermont,Class III,IND,Jerry P. Trudell,10282,x
2016,Vermont,Class III,OTH,Cris Ericson,6318,x
2016,Vermont,Class III,DEM,Patrick J. Leahy,891,
2016,Vermont,Class III,REP,Scott Milne,6750,
2016,Vermont,Class III,LBU,Pete Diamondstone,6317,x
2016,Washington,Class III,DEM,Patty Murray,907,
2016,Washington,Class III,REP,Chris Vance,8149,
2016,Wisconsin,Class III,LIB,Phil Anderson,8131,x
2016,Wisconsin,Class III,DEM,Russ Feingold,64,
2016,Wisconsin,Class III,REP,Ron Johnson,919,
2018,Arizona,Class I,GRE,Angela Green,9573,x
2018,Arizona,Class I,REP,Martha McSally,3888,
2018,Arizona,Class I,DEM,Kyrsten Sinema,3067,
2018,California,Class I,DEM,Dianne Feinstein,943,
2018,California,Class I,DEM,Kevin de Len,8598,x
2018,Connecticut,Class I,LIB,Richard Lion,12860,x
2018,Connecticut,Class I,DEM,Christopher S. Murphy,446,
2018,Connecticut,Class I,REP,Matthew M. Corey,3430,
2018,Connecticut,Class I,GRE,Jeffery Russell,12777,x
2018,Delaware,Class I,LIB,Nadine M. Frost,9579,x
2018,Delaware,Class I,REP,Rob Arlett,9149,
2018,Delaware,Class I,DEM,Thomas R. Carper,951,
2018,Delaware,Class I,GRE,Demitri G. Theodoropoulos,9580,x
2018,Florida,Class I,REP,Rick Scott,6506,
2018,Florida,Class I,DEM,Bill Nelson,953,
2018,Hawaii,Class I,REP,Ronald C. Curtis,10927,
2018,Hawaii,Class I,DEM,Mazie K. Hirono,502,
2018,Indiana,Class I,LIB,Lucy M. Brenton,8215,x
2018,Indiana,Class I,REP,Mike Braun,8549,
2018,Indiana,Class I,DEM,Joe Donnelly,547,
2018,Maine,Class I,DEM,Angus S. King Jr.,1187,
2018,Maine,Class I,DEM,Zak Ringelstein,8679,x
2018,Maine,Class I,REP,Eric L. Brakey,8680,
2018,Maryland,Class I,LIB,Arvin Vohra,4293,x
2018,Maryland,Class I,IND,Neal Simon,9208,x
2018,Maryland,Class I,DEM,Benjamin L. Cardin,981,
2018,Maryland,Class I,REP,Tony Campbell,9207,
2018,Massachusetts,Class I,DEM,Elizabeth Ann Warren,975,
2018,Massachusetts,Class I,IND,Shiva Ayyadurai,9151,x
2018,Massachusetts,Class I,REP,Geoff Diehl,9150,
2018,Michigan,Class I,GRE,Marcia Squier,9635,x
2018,Michigan,Class I,DEM,Debbie Stabenow,984,
2018,Michigan,Class I,UST,George E. Huffman,9634,x
2018,Michigan,Class I,REP,John James,8689,
2018,Michigan,Class I,NLP,John Howard Wilhelm,9636,x
2018,Minnesota,Class II,IND,Jerry Trooien,9115,x
2018,Minnesota,Class II,DEM,Tina Smith,9090,
2018,Minnesota,Class I,DEM,Amy Klobuchar,992,
2018,Minnesota,Class I,IND,Dennis Schuller,9113,x
2018,Minnesota,Class I,GRE,Paula M. Overby,3419,x
2018,Minnesota,Class I,REP,Jim Newberger,9092,
2018,Minnesota,Class II,IND,Sarah Wellington,9114,x
2018,Minnesota,Class II,REP,Karin Housley,9091,
2018,Mississippi,Class II,DEM,Mike Espy,9116,
2018,Mississippi,Class II,REP,Cindy Hyde-Smith,9117,
2018,Mississippi,Class II,REP,Chris McDaniel,4698,x
2018,Mississippi,Class II,DEM,Tobey Bartee,9133,x
2018,Mississippi,Class I,REF,Shawn R. O'Hara,4699,x
2018,Mississippi,Class I,DEM,David Baria,8693,
2018,Mississippi,Class I,LIB,Danny Bedwell,4452,x
2018,Mississippi,Class I,REP,Roger F. Wicker,1001,
2018,Missouri,Class I,LIB,Japheth R. Campbell,9134,x
2018,Missouri,Class I,REP,Josh Hawley,8690,
2018,Missouri,Class I,IND,Craig S. O'Dear,9178,x
2018,Missouri,Class I,DEM,Claire McCaskill,997,
2018,Missouri,Class I,GRE,Jo Crain,9135,x
2018,Montana,Class I,REP,Matt Rosendale,3291,
2018,Montana,Class I,LIB,Rick Breckenridge,9597,x
2018,Montana,Class I,DEM,Jon Tester,1002,
2018,Nebraska,Class I,DEM,Jane Raybould,8552,
2018,Nebraska,Class I,LIB,Jim Schultz,12939,x
2018,Nebraska,Class I,REP,Deb Fischer,1007,
2018,Nevada,Class I,REP,Dean Heller,1021,
2018,Nevada,Class I,IAP,Kamau Akil Bakari,4305,x
2018,Nevada,Class I,IND,Barry Michaels,5888,x
2018,Nevada,Class I,DEM,Jacky S. Rosen,8322,
2018,Nevada,Class I,LIB,Timothy Rex Hagan,9167,x
2018,New Jersey,Class I,OTH,Patricia Flanagan,12942,x
2018,New Jersey,Class I,OTH,Natalie Lynn Rivera,12940,x
2018,New Jersey,Class I,DEM,Bob Menendez,1012,
2018,New Jersey,Class I,OTH,Hank Schroeder,4693,x
2018,New Jersey,Class I,OTH,Kevin Kimple,12941,x
2018,New Jersey,Class I,LIB,Murray Sabrin,4692,x
2018,New Jersey,Class I,GRE,Madelyn R. Hoffman,9613,x
2018,New Jersey,Class I,REP,Bob Hugin,8553,
2018,New Mexico,Class I,LIB,Gary Johnson,12,x
2018,New Mexico,Class I,DEM,Martin Heinrich,707,
2018,New Mexico,Class I,REP,Mick Rich,8556,
2018,New York,Class I,DEM,Kirsten E. Gillibrand,748,
2018,New York,Class I,REP,Chele Farley,8584,
2018,North Dakota,Class I,DEM,Heidi Heitkamp,1005,
2018,North Dakota,Class I,REP,Kevin Cramer,3110,
2018,Ohio,Class I,REP,Jim Renacci,2964,
2018,Ohio,Class I,DEM,Sherrod Brown,1025,
2018,Pennsylvania,Class I,REP,Lou Barletta,2718,
2018,Pennsylvania,Class I,DEM,Robert P. Casey Jr.,1032,
2018,Pennsylvania,Class I,LIB,Dale R. Kerns,9128,x
2018,Pennsylvania,Class I,GRE,Neal Taylor Gale,9129,x
2018,Rhode Island,Class I,REP,Bob Flanders,9190,
2018,Rhode Island,Class I,DEM,Sheldon Whitehouse,1038,
2018,Tennessee,Class I,IND,Kris L. Todd,12944,x
2018,Tennessee,Class I,IND,Breton Phillips,12946,x
2018,Tennessee,Class I,DEM,Phil Bredesen,8671,
2018,Tennessee,Class I,REP,Marsha Blackburn,2729,
2018,Tennessee,Class I,IND,Kevin Lee McCants,12947,x
2018,Tennessee,Class I,IND,Trudy A. Austin,12943,x
2018,Tennessee,Class I,IND,G. Dean Hill,10846,x
2018,Tennessee,Class I,IND,John Carico,12945,x
2018,Texas,Class I,DEM,Beto O'Rourke,3128,
2018,Texas,Class I,REP,Ted Cruz,1052,
2018,Texas,Class I,LIB,Neal M. Dikeman,8611,x
2018,Utah,Class I,REP,Mitt Romney,9,
2018,Utah,Class I,DEM,Jenny Wilson,8597,
2018,Utah,Class I,CON,Timothy Noel Aalders,4109,x
2018,Utah,Class I,IAP,Reed C. McCandless,3299,x
2018,Utah,Class I,LIB,Craig R. Bowden,4111,x
2018,Vermont,Class I,IND,Russell Beste,9623,x
2018,Vermont,Class I,IND,Brad J. Peacock,11161,x
2018,Vermont,Class I,LBU,Reid Kane,11163,x
2018,Vermont,Class I,IND,Bruce Busa,9624,x
2018,Vermont,Class I,IND,Jon Svitavsky,12949,x
2018,Vermont,Class I,IND,Edward S. Gilbert,11162,x
2018,Vermont,Class I,IND,Folasade Adeluola,12948,x
2018,Vermont,Class I,DEM,Bernie Sanders,37,
2018,Vermont,Class I,REP,Lawrence Zupan,9595,
2018,Virginia,Class I,REP,Corey Stewart,8554,
2018,Virginia,Class I,LIB,Matt J. Waters,8678,x
2018,Virginia,Class I,DEM,Timothy Michael Kaine,80,
2018,Washington,Class I,DEM,Maria Cantwell,1066,
2018,Washington,Class I,REP,Susan Hutchison,9106,
2018,West Virginia,Class I,REP,Patrick Morrisey,6828,
2018,West Virginia,Class I,LIB,Rusty Hollen,8551,x
2018,West Virginia,Class I,DEM,"Joe Manchin, III",925,
2018,Wisconsin,Class I,REP,Leah Vukmir,9105,
2018,Wisconsin,Class I,DEM,Tammy Baldwin,1067,
2018,Wyoming,Class I,DEM,Gary Trauner,6432,
2018,Wyoming,Class I,LIB,Joseph Porambo,6376,x
2018,Wyoming,Class I,REP,John Barrasso,1069,
2020,Alabama,Class II,REP,Tommy Tuberville,9772,
2020,Alabama,Class II,DEM,Gordon Douglas Jones,8316,
2020,Alaska,Class II,AKI,John Wayne Howe,11093,x
2020,Alaska,Class II,DEM,Al Gross,10296,
2020,Alaska,Class II,REP,Dan Sullivan,4545,
2020,Arizona,Class III,REP,Martha McSally,3888,
2020,Arizona,Class III,DEM,Mark Kelly,9705,
2020,Arkansas,Class II,LIB,Ricky Dale Harrington Jr.,10797,x
2020,Arkansas,Class II,REP,Tom Cotton,3066,
2020,Colorado,Class II,LIB,Raymon Anthony Doane,10800,x
2020,Colorado,Class II,DEM,John Wright Hickenlooper,6617,
