cycle,state_name,district,party,candidate,politician_id,exclusions
2020,Colorado,Class II,GRE,Bruce Edward Lohmiller,11104,x
2020,Colorado,Class II,W,Danny Skelly,10803,x
2020,Colorado,Class II,OTH,Daniel Doyle,11103,x
2020,Colorado,Class II,REP,Cory Gardner,2816,
2020,Colorado,Class II,OTH,Stephen Dale Evans,10802,x
2020,Colorado,Class II,IND,Michael Sanchez,11105,x
2020,Delaware,Class II,DEM,Christopher A. Coons,1299,
2020,Delaware,Class II,LIB,Nadine M. Frost,9579,x
2020,Delaware,Class II,REP,Lauren E. Witzke,11113,
2020,Delaware,Class II,IP,Mark W. Turley,10804,x
2020,Georgia,Class III,GRE,John Fortuin,10809,x
2020,Georgia,Class III,DEM,Matt Lieberman,9814,x
2020,Georgia,Class II,DEM,Jon Ossoff,8280,
2020,Georgia,Class III,DEM,Ed Tarver,10221,x
2020,Georgia,Class III,REP,Kelly Loeffler,6440,
2020,Georgia,Class III,DEM,Tamara Y. Johnson-Shealey,10808,x
2020,Georgia,Class II,REP,David A. Perdue,4489,
2020,Georgia,Class III,DEM,Joy Felicia Slade,10807,x
2020,Georgia,Class III,IND,Michael Todd Greene,10810,x
2020,Georgia,Class III,REP,Annette L. Davis Jackson,10812,x
2020,Georgia,Class III,REP,A. Wayne Johnson,10210,x
2020,Georgia,Class III,DEM,Raphael Warnock,10220,
2020,Georgia,Class III,IND,Valencia Stovall,10811,x
2020,Georgia,Class III,REP,Derrick E. Grayson,4485,x
2020,Georgia,Class III,DEM,Jamesia James,10806,x
2020,Georgia,Class III,REP,Kandiss Taylor,10813,x
2020,Georgia,Class III,DEM,Deborah A. Jackson,10805,x
2020,Georgia,Class III,IND,Allen Buckley,1550,x
2020,Georgia,Class III,LIB,Brian Richard Slowinski,3331,x
2020,Georgia,Class III,IND,Al Bartell,17978,x
2020,Georgia,Class III,REP,Doug Collins,3088,x
2020,Georgia,Class III,DEM,Richard Dien Winfield,10224,x
2020,Georgia,Class II,LIB,Shane Hazel,10253,x
2020,Idaho,Class II,CON,Ray J. Writz,8142,x
2020,Idaho,Class II,IND,Natalie M. Fleming,10816,x
2020,Idaho,Class II,DEM,Paulette E. Jordan,8656,
2020,Idaho,Class II,REP,James E. Risch,2710,
2020,Illinois,Class II,GRE,David F. Black,10947,x
2020,Illinois,Class II,DEM,Richard J. Durbin,1574,
2020,Illinois,Class II,LIB,Danny Malouf,10818,x
2020,Illinois,Class II,REP,Mark C. Curran,10819,
2020,Illinois,Class II,IND,WIllie Wilson,7954,x
2020,Iowa,Class II,DEM,Theresa Greenfield,9710,
2020,Iowa,Class II,LIB,Rick Stewart,6356,x
2020,Iowa,Class II,IND,Suzanne Herzog,10815,x
2020,Iowa,Class II,REP,Joni K. Ernst,4518,
2020,Kansas,Class II,DEM,Barbara Goolsbee Bollier,9840,
2020,Kansas,Class II,LIB,Jason Buckley,10820,x
2020,Kansas,Class II,REP,Roger Marshall,8842,
2020,Kentucky,Class II,DEM,Amy McGrath,8565,
2020,Kentucky,Class II,REP,Mitch McConnell,1585,
2020,Kentucky,Class II,LIB,Brad Barron,10209,x
2020,Louisiana,Class II,NNE,John Paul Bourgeois,10950,x
2020,Louisiana,Class II,DEM,Adrian Perkins,10953,
2020,Louisiana,Class II,DEM,Antoine Pierce,10822,x
2020,Louisiana,Class II,REP,Dustin Murphy,10827,x
2020,Louisiana,Class II,IND,"M.V. ""Vinny"" Mendoza",6077,x
2020,Louisiana,Class II,OTH,Xan John,10952,x
2020,Louisiana,Class II,IND,Jamar Montgomery,10826,x
2020,Louisiana,Class II,DEM,David Drew Knight,10824,x
2020,Louisiana,Class II,REP,Bill Cassidy,2753,
2020,Louisiana,Class II,DEM,Derrick Edwards,8156,x
2020,Louisiana,Class II,NOP,Beryl A. Billiot,10949,x
2020,Louisiana,Class II,LIB,Aaron C. Sigler,10955,x
2020,Louisiana,Class II,DEM,Peter Wenstrup,10825,x
2020,Louisiana,Class II,OTH,Melinda Mary Price,10954,x
2020,Louisiana,Class II,NPA,Reno Jean Daret,10951,x
2020,Maine,Class II,IND,Lisa Savage,10294,x
2020,Maine,Class II,DEM,Sara I. Gideon,9706,
2020,Maine,Class II,REP,Susan M. Collins,1602,
2020,Maine,Class II,IND,Max Linn,9267,x
2020,Massachusetts,Class II,DEM,Edward J. Markey,2711,
2020,Massachusetts,Class II,REP,Kevin J. O'Connor,11078,
2020,Michigan,Class II,UST,Valerie Willis,10957,x
2020,Michigan,Class II,GRE,Marcia Squier,9635,x
2020,Michigan,Class II,REP,John James,8689,
2020,Michigan,Class II,DEM,Gary C. Peters,2948,
2020,Michigan,Class II,NLP,Doug Dern,10956,x
2020,Minnesota,Class II,OTH,Oliver Steinberg,10830,x
2020,Minnesota,Class II,REP,Jason Lewis,6446,
2020,Minnesota,Class II,OTH,Kevin O'Connor,10832,x
2020,Minnesota,Class II,DEM,Tina Smith,9090,
2020,Mississippi,Class II,REP,Cindy Hyde-Smith,9117,
2020,Mississippi,Class II,LIB,Jimmy Edwards,10254,x
2020,Mississippi,Class II,DEM,Mike Espy,9116,
2020,Montana,Class II,DEM,Steve Bullock,6807,
2020,Montana,Class II,REP,Steve Daines,3105,
2020,Nebraska,Class II,REP,Ben Sasse,4659,
2020,Nebraska,Class II,DEM,Chris E. Janicek,10834,
2020,Nebraska,Class II,LIB,Gene Siadek,10835,x
2020,New Hampshire,Class II,DEM,Jeanne Shaheen,1649,
2020,New Hampshire,Class II,REP,Bryant Messner,10223,
2020,New Hampshire,Class II,LIB,Justin F. O'Donnell,9611,x
2020,New Jersey,Class II,DEM,Cory A. Booker,2713,
2020,New Jersey,Class II,GRE,Madelyn R. Hoffman,9613,x
2020,New Jersey,Class II,IND,Daniel Burke,10836,x
2020,New Jersey,Class II,IND,Veronica Fernandez,10838,x
2020,New Jersey,Class II,REP,Rikin Mehta,10250,
2020,New Mexico,Class II,DEM,Ben Ray Lujn,2897,
2020,New Mexico,Class II,LIB,Bob Walsh,8547,x
2020,New Mexico,Class II,REP,Mark V. Ronchetti,10276,
2020,North Carolina,Class II,REP,Thomas Roland Tillis,4539,
2020,North Carolina,Class II,LIB,Shannon W. Bray,10246,x
2020,North Carolina,Class II,DEM,Cal Cunningham,664,
2020,North Carolina,Class II,CON,Kevin Eugene Hayes,10247,x
2020,Oklahoma,Class II,LIB,Robert Murphy,4186,x
2020,Oklahoma,Class II,REP,James M. Inhofe,1663,
2020,Oklahoma,Class II,DEM,Abby Broyles,10232,
2020,Oklahoma,Class II,IND,A. D. Nesbit,11141,x
2020,Oklahoma,Class II,IND,Joan E. Farr,4640,x
2020,Oregon,Class II,REP,Jo Rae Perkins,4569,
2020,Oregon,Class II,LIB,Gary Dye,11129,x
2020,Oregon,Class II,PG,Ibrahim Ali Taher,10840,x
2020,Oregon,Class II,DEM,Jeff Merkley,1667,
2020,Rhode Island,Class II,DEM,Jack Reed,1675,
2020,Rhode Island,Class II,REP,Allen R. Waters,10841,
2020,South Carolina,Class II,DEM,Jaime Harrison,9707,
2020,South Carolina,Class II,CON,Bill Bledsoe,8164,x
2020,South Carolina,Class II,REP,Lindsey Graham,1680,
2020,South Dakota,Class II,REP,M. Michael Rounds,4593,
2020,South Dakota,Class II,DEM,Daniel P. Ahlers,10842,
2020,Tennessee,Class II,REP,Bill Hagerty,9836,
2020,Tennessee,Class II,IND,Jeffrey Alan Grunau,10847,x
2020,Tennessee,Class II,IND,Steven J. Hooper,10850,x
2020,Tennessee,Class II,IND,Ronnie Henley,10849,x
2020,Tennessee,Class II,IND,Eric William Stansberry,10845,x
2020,Tennessee,Class II,DEM,Marquita Bradshaw,10958,
2020,Tennessee,Class II,IND,Elizabeth McLeod,10844,x
2020,Tennessee,Class II,IND,Kacey Morgan,10848,x
2020,Tennessee,Class II,IND,G. Dean Hill,10846,x
2020,Tennessee,Class II,IND,Aaron James,10843,x
2020,Tennessee,Class II,IND,Yomi Faparusi,4084,x
2020,Texas,Class II,LIB,Kerry Douglas McKennon,10945,x
2020,Texas,Class II,REP,John Cornyn,1699,
2020,Texas,Class II,GRE,David B. Collins,1220,x
2020,Texas,Class II,DEM,Mary Jennings Hegar,8614,
2020,Virginia,Class II,DEM,Mark R. Warner,67,
2020,Virginia,Class II,REP,Daniel M. Gade,10858,
2020,West Virginia,Class II,DEM,Paula Jean Swearengin,10859,
2020,West Virginia,Class II,REP,Shelley Moore Capito,2708,
2020,West Virginia,Class II,LIB,David Moran,8182,x
2020,Wyoming,Class II,REP,Cynthia M. Lummis,2898,
2020,Wyoming,Class II,DEM,Merav Ben-David,11070,
2022,Alabama,Class III,REP,Katie Britt,18466,
2022,Alabama,Class III,LIB,John Sophocleus,9362,x
2022,Alabama,Class III,DEM,Will Boyd,16112,
2022,Alaska,Class III,REP,Kelly C. Tshibaka,14487,x
2022,Alaska,Class III,REP,Lisa Murkowski,350,
2022,Alaska,Class III,DEM,Patricia R. Chesbro,18440,x
2022,Alaska,Class III,REP,Buzz A. Kelley,18848,x
2022,Arizona,Class III,REP,Blake Masters,17695,
2022,Arizona,Class III,LIB,Marc Victor,6196,x
2022,Arizona,Class III,DEM,Mark Kelly,9705,
2022,Arkansas,Class III,DEM,Natalie James,18465,
2022,Arkansas,Class III,LIB,Kenneth Cates,17792,x
2022,Arkansas,Class III,REP,John Boozman,376,
2022,California,Class III,REP,Mark P. Meuser,17867,
2022,California,Class III,DEM,Alex Padilla,17803,
2022,Colorado,Class III,OTH,Frank Atwood,3849,x
2022,Colorado,Class III,REP,Joe O'Dea,18627,
2022,Colorado,Class III,OTH,T.J. Cole,18861,x
2022,Colorado,Class III,DEM,Michael Bennet,429,
2022,Colorado,Class III,LIB,Brian Peotter,18496,x
2022,Connecticut,Class III,DEM,Richard Blumenthal,447,
2022,Connecticut,Class III,REP,Leora R. Levy,18449,
2022,Florida,Class III,NPA,Steven B. Grant,17941,x
2022,Florida,Class III,IND,Moses Quiles,18453,x
2022,Florida,Class III,REP,Marco Rubio,481,
2022,Florida,Class III,DEM,Val Demings,4735,
2022,Florida,Class III,NPA,Tuan T.Q. Nguyen,17943,x
2022,Florida,Class III,LIB,Dennis Misigoy,17945,x
2022,Georgia,Class III,DEM,Raphael Warnock,10220,
2022,Georgia,Class III,LIB,Chase Oliver,11724,x
2022,Georgia,Class III,REP,Herschel Junior Walker,11490,
2022,Hawaii,Class III,DEM,Brian Schatz,2654,
2022,Hawaii,Class III,OTH,Dan Decker,18662,x
2022,Hawaii,Class III,REP,Bob McDermott,14961,
2022,Hawaii,Class III,GRE,Emma Jane Avila Pohlman,18663,x
2022,Hawaii,Class III,LIB,Feena Bonoan,17992,x
2022,Idaho,Class III,DEM,David Roth,17997,
2022,Idaho,Class III,LIB,Idaho Sierra Law,10430,x
2022,Idaho,Class III,REP,Mike Crapo,525,
2022,Idaho,Class III,IND,Scott Oh Cleveland,17998,x
2022,Idaho,Class III,CON,Ray J. Writz,8142,x
2022,Illinois,Class III,REP,Kathy Salvi,18619,
2022,Illinois,Class III,DEM,Tammy Duckworth,3090,
2022,Illinois,Class III,OTH,Constant G. Vlakancic,12620,x
2022,Illinois,Class III,LIB,Bill Redpath,4385,x
2022,Indiana,Class III,LIB,James Sceniak,18026,x
2022,Indiana,Class III,DEM,Thomas McDermott,18027,
2022,Indiana,Class III,REP,Todd Young,3050,
2022,Iowa,Class III,DEM,Michael Franken,18383,
2022,Iowa,Class III,REP,Chuck Grassley,517,
2022,Kansas,Class III,DEM,Mark R. Holland,18040,
2022,Kansas,Class III,REP,Jerry Moran,566,
2022,Kansas,Class III,LIB,David C. Graham,18521,x
2022,Kentucky,Class III,REP,Rand Paul,30,
2022,Kentucky,Class III,DEM,Charles Booker,10283,
2022,Louisiana,Class III,DEM,Syrita Steib,17925,x
2022,Louisiana,Class III,OTH,Xan John,10952,x
2022,Louisiana,Class III,IND,Bradley McMorris,18785,x
2022,Louisiana,Class III,DEM,"M.V. ""Vinny"" Mendoza",6077,x
2022,Louisiana,Class III,DEM,Gary Chambers,13110,
2022,Louisiana,Class III,LIB,Aaron C. Sigler,10955,x
2022,Louisiana,Class III,DEM,Luke Mixon,17924,x
2022,Louisiana,Class III,REP,Devin Lance Graham,16642,x
2022,Louisiana,Class III,REP,John Kennedy,1595,
2022,Louisiana,Class III,NPA,W. Thomas La Fontaine Olson,18784,x
2022,Louisiana,Class III,DEM,Salvador P. Rodriguez,18786,x
2022,Louisiana,Class III,OTH,Thomas Wenn,18787,x
2022,Louisiana,Class III,NPA,Beryl A. Billiot,10949,x
2022,Maryland,Class III,DEM,Chris Van Hollen,3028,
2022,Maryland,Class III,REP,Chris Chaffee,4264,
2022,Missouri,Class III,DEM,Trudy Busch Valentine,18422,
2022,Missouri,Class III,REP,Eric Schmitt,13297,
2022,Missouri,Class III,IND,Steve Price,18099,x
2022,Missouri,Class III,LIB,Jonathan Dine,1198,x
2022,Missouri,Class III,CON,Paul Venable,11949,x
2022,Nevada,Class III,IAP,Barry Rubinson,10561,x
2022,Nevada,Class III,DEM,Catherine Cortez Masto,6829,
2022,Nevada,Class III,REP,Adam Paul Laxalt,6830,
2022,Nevada,Class III,NPA,Barry Lindemann,18123,x
2022,Nevada,Class III,LIB,Neil Scott,11511,x
2022,New Hampshire,Class III,REP,Donald C. Bolduc,9712,
2022,New Hampshire,Class III,DEM,Maggie Hassan,6712,
2022,New Hampshire,Class III,LIB,Jeremy Kauffman,18133,x
2022,New York,Class III,DEM,Charles E. Schumer,744,
2022,New York,Class III,IND,Diane Sare,4436,x
2022,New York,Class III,REP,Joe Pinion,18148,
2022,North Carolina,Class III,DEM,Cheri Beasley,17724,
2022,North Carolina,Class III,LIB,Shannon W. Bray,10246,x
2022,North Carolina,Class III,GRE,Matthew Hoh,18471,x
2022,North Carolina,Class III,REP,Ted Budd,8570,
2022,North Dakota,Class III,REP,John Hoeven,669,
2022,North Dakota,Class III,IND,Rick Becker,18864,x
2022,North Dakota,Class III,DEM,Katrina Christiansen,18197,
2022,Ohio,Class III,REP,JD Vance,13265,
2022,Ohio,Class III,DEM,Tim Ryan,2984,
2022,Oklahoma,Class III,REP,James Lankford,2881,
2022,Oklahoma,Class II,DEM,Kendra Horn,8968,
2022,Oklahoma,Class II,IND,Ray Woods,4650,x
2022,Oklahoma,Class II,REP,Markwayne Mullin,3122,
2022,Oklahoma,Class III,DEM,Madison Horn,18705,
2022,Oklahoma,Class III,IND,Micahael L. Delaney,18395,x
2022,Oklahoma,Class II,LIB,Robert Murphy,4186,x
2022,Oklahoma,Class III,LIB,Kenneth D. Blevins,18394,x
2022,Oregon,Class III,PG,Dan Pulju,18566,x
2022,Oregon,Class III,DEM,Ron Wyden,788,
2022,Oregon,Class III,PRO,Chris Henry,6638,x
2022,Oregon,Class III,REP,Jo Rae Perkins,4569,
2022,Pennsylvania,Class III,OTH,Daniel Wassmer,18806,x
2022,Pennsylvania,Class III,REP,Mehmet Oz,17731,
2022,Pennsylvania,Class III,DEM,John Fetterman,8074,
2022,Pennsylvania,Class III,GRE,Richard L. Weiss,18239,x
2022,Pennsylvania,Class III,LIB,Erik Gerhardt,18238,x
2022,South Carolina,Class III,REP,Tim Scott,2712,
2022,South Carolina,Class III,DEM,Krystle Matthews,18263,
2022,South Dakota,Class III,REP,John R. Thune,22,
2022,South Dakota,Class III,DEM,Brian L. Bengs,18275,
2022,South Dakota,Class III,LIB,Tamara J. Lesnar,18749,x
2022,Utah,Class III,REP,Mike Lee,873,
2022,Utah,Class III,LIB,James Arthur Hansen,18305,x
2022,Utah,Class III,DEM,Evan McMullin,8172,
2022,Utah,Class III,IAP,Tommy Williams,18307,x
2022,Vermont,Class III,IND,Dawn Marie Ellis,18829,x
2022,Vermont,Class III,GRE,Natasha Diamondstone-Kohout,18859,x
2022,Vermont,Class III,IND,Stephen Duke,18828,x
2022,Vermont,Class III,REP,Gerald Malloy,18827,
2022,Vermont,Class III,IND,Cris Ericson,6318,x
2022,Vermont,Class III,DEM,Peter Welch,3038,
2022,Vermont,Class III,IND,Kerry Patrick Raheb,18318,x
2022,Vermont,Class III,AIP,Mark Coester,18317,x
2022,Washington,Class III,REP,Tiffany Smiley,14330,
2022,Washington,Class III,DEM,Patty Murray,907,
2022,Wisconsin,Class III,REP,Ron Johnson,919,
2022,Wisconsin,Class III,DEM,Mandela Barnes,17690,
2024,Arizona,Class I,REP,Kari Lake,14238,
2024,Arizona,Class I,DEM,Ruben Gallego,3883,
2024,Arizona,Class I,GRE,Eduardo Quintana,22548,x
2024,California,Class I,DEM,Adam B. Schiff,2990,
2024,California,Class I,REP,Steve Garvey,19106,
2024,Connecticut,Class I,REP,Matthew M. Corey,3430,
2024,Connecticut,Class I,IND,Robert Hyde,23050,x
2024,Connecticut,Class I,GRE,Justin Paglino,10398,x
2024,Connecticut,Class I,DEM,Christopher S. Murphy,446,
2024,Delaware,Class I,REP,Eric Hansen,22761,
2024,Delaware,Class I,IND,"Michael ""Dr. Mike"" Katz",23005,x
2024,Delaware,Class I,DEM,Lisa Blunt Rochester,8348,
2024,Florida,Class I,REP,Rick Scott,6506,
2024,Florida,Class I,NPA,Tuan T.Q. Nguyen,17943,x
2024,Florida,Class I,NPA,Ben Everidge,22963,x
2024,Florida,Class I,LIB,Feena Bonoan,17992,x
2024,Florida,Class I,DEM,Debbie Mucarsel-Powell,8791,
2024,Hawaii,Class I,WTP,Shelby Billionaire,23066,x
2024,Hawaii,Class I,GRE,Emma Jane Avila Pohlman,18663,x
2024,Hawaii,Class I,REP,Bob McDermott,14961,
2024,Hawaii,Class I,DEM,Mazie K. Hirono,502,
2024,Indiana,Class I,DEM,Valerie McCray,11667,
2024,Indiana,Class I,REP,Jim Banks,8593,
2024,Indiana,Class I,LIB,Andrew Horning,1181,x
2024,Maine,Class I,REP,Demi Kouzounas,22420,
2024,Maine,Class I,DEM,David Allen Costello,22419,x
2024,Maine,Class I,DEM,Angus S. King Jr.,1187,
2024,Maine,Class I,IND,Jason S. Cherry,22838,x
2024,Maryland,Class I,REP,Larry Hogan,6719,
2024,Maryland,Class I,DEM,Angela Alsobrooks,19218,
2024,Maryland,Class I,LIB,Mike Scott,22549,x
2024,Massachusetts,Class I,DEM,Elizabeth Ann Warren,975,
2024,Massachusetts,Class I,REP,John Deaton,19481,
2024,Michigan,Class I,NLP,Doug Dern,10956,x
2024,Michigan,Class I,UST,Dave Stein,22915,x
2024,Michigan,Class I,LIB,Joseph Solis-Mullen,22914,x
2024,Michigan,Class I,REP,Mike Rogers,2971,
2024,Michigan,Class I,GRE,Douglas P. Marsh,22916,x
2024,Michigan,Class I,DEM,Elissa Slotkin,8685,
2024,Minnesota,Class I,IDP,Joyce Lynne Lacey,22942,x
2024,Minnesota,Class I,LIB,Rebecca Whiting,22941,x
2024,Minnesota,Class I,DEM,Amy Klobuchar,992,
2024,Minnesota,Class I,REP,Royce White,22475,
2024,Mississippi,Class I,REP,Roger F. Wicker,1001,
2024,Mississippi,Class I,DEM,Ty Pinkins,22519,
2024,Missouri,Class I,GRE,Nathan Kline,23012,x
2024,Missouri,Class I,OTH,Jared Young,23011,x
2024,Missouri,Class I,LIB,W.C. Young,22840,x
2024,Missouri,Class I,REP,Josh Hawley,8690,
2024,Missouri,Class I,DEM,Lucas Kunce,17709,
2024,Montana,Class I,LIB,Sid Daoud,22482,x
2024,Montana,Class I,REP,Tim Sheehy,19033,
2024,Montana,Class I,GRE,Robert Barb,11115,x
2024,Montana,Class I,DEM,Jon Tester,1002,
2024,Nebraska,Class II,REP,Pete Ricketts,1819,
2024,Nebraska,Class II,DEM,Preston Love Jr.,11707,
2024,Nebraska,Class I,REP,Deb Fischer,1007,
2024,Nebraska,Class I,DEM,Dan Osborn,19066,
2024,Nevada,Class I,DEM,Jacky S. Rosen,8322,
2024,Nevada,Class I,REP,Sam Brown,18353,
2024,Nevada,Class I,IAP,Janine Hansen,4314,x
2024,Nevada,Class I,LIB,Chris Cunningham,20800,x
2024,New Jersey,Class I,DEM,Andy Kim,8567,
2024,New Jersey,Class I,OTH,Patricia G. Mooneyham,22853,x
2024,New Jersey,Class I,REP,Curtis Bashaw,19461,
2024,New Jersey,Class I,LIB,Kenneth R. Kaplan,6335,x
2024,New Jersey,Class I,GRE,Christina Khalil,22852,x
2024,New Jersey,Class I,SWP,Joanne Kuniansky,17684,x
2024,New Mexico,Class I,DEM,Martin Heinrich,707,
2024,New Mexico,Class I,REP,Nella Louise Domenici,19350,
2024,New York,Class I,REP,Michael D. Sapraicone,19068,
2024,New York,Class I,OTH,Diane Sare,4436,x
2024,New York,Class I,DEM,Kirsten E. Gillibrand,748,
2024,North Dakota,Class I,REP,Kevin Cramer,3110,
2024,North Dakota,Class I,DEM,Katrina Christiansen,18197,
2024,Ohio,Class I,LIB,Donald C. Kissick,13169,x
2024,Ohio,Class I,REP,Bernie Moreno,19025,
2024,Ohio,Class I,DEM,Sherrod Brown,1025,
2024,Pennsylvania,Class I,LIB,John C. Thomas,22774,x
2024,Pennsylvania,Class I,DEM,Robert P. Casey Jr.,1032,
2024,Pennsylvania,Class I,CON,Bernard Selker,22836,x
2024,Pennsylvania,Class I,GRE,Leila Hazou,22776,x
2024,Pennsylvania,Class I,REP,Dave McCormick,18240,
2024,Rhode Island,Class I,REP,Patricia Morgan,22762,
2024,Rhode Island,Class I,DEM,Sheldon Whitehouse,1038,
2024,Tennessee,Class I,DEM,Gloria Johnson,19050,
2024,Tennessee,Class I,IND,Tharon Chandler,15230,x
2024,Tennessee,Class I,REP,Marsha Blackburn,2729,
2024,Tennessee,Class I,IND,Hastina Robinson,22979,x
2024,Tennessee,Class I,IND,"Pamela Jeanine ""P."" Moses",22978,x
2024,Texas,Class I,LIB,Ted Brown,10708,x
2024,Texas,Class I,REP,Ted Cruz,1052,
2024,Texas,Class I,DEM,Colin Allred,9038,
2024,Utah,Class I,IAP,Carlton E. Bowen,11582,x
2024,Utah,Class I,DEM,Caroline Gleich,22670,
2024,Utah,Class I,REP,John Curtis,9049,
2024,Vermont,Class I,OTH,Mark Stewart Greenstein,10038,x
2024,Vermont,Class I,IND,Steve Berry,22898,x
2024,Vermont,Class I,REP,Gerald Malloy,18827,
2024,Vermont,Class I,DEM,Bernie Sanders,37,
2024,Vermont,Class I,OTH,Justin Schoville,22897,x
2024,Vermont,Class I,LIB,Matt Hill,22896,x
2024,Virginia,Class I,REP,Hung Cao,18584,
2024,Virginia,Class I,DEM,Timothy Michael Kaine,80,
2024,Washington,Class I,REP,Raul Garcia,7995,
2024,Washington,Class I,DEM,Maria Cantwell,1066,
2024,West Virginia,Class I,REP,Jim Justice,8062,
2024,West Virginia,Class I,LIB,David Moran,8182,x
2024,West Virginia,Class I,DEM,Glenn Elliott,21989,
2024,Wisconsin,Class I,DEM,Tammy Baldwin,1067,
2024,Wisconsin,Class I,REP,Eric D. Hovde,1239,
2024,Wisconsin,Class I,OTH,Phil Anderson,8131,x
2024,Wisconsin,Class I,OTH,Thomas Leager,22806,x
2024,Wyoming,Class I,REP,John Barrasso,1069,
2024,Wyoming,Class I,DEM,Scott D. Morrow,22681,