state_name,district,uncontested,pct,representative,party,WARP,WAR,WAR_lower,WAR_upper
Alabama,1,0,0.215231165,Barry Moore,REP,0.0,0.013416999999999998,-0.047689515,0.0816413
Alabama,2,0,0.54599506,Shomari Figures,DEM,-0.012400000000000078,-0.02693375,-0.11346365,0.05887683499999993
Alabama,3,1,0.0,Mike Rogers,REP,0.0,-0.00203932,-0.066422175,0.06939266999999999
Alabama,4,1,0.0,Robert B. Aderholt,REP,0.0,0.0325318,-0.02063192,0.09172514999999998
Alabama,5,1,0.0,Dale Strong,REP,0.0,0.00716662,-0.07251452000000001,0.08665198999999998
Alabama,6,0,0.296044708,Gary Palmer,REP,0.0,0.0028061149999999997,-0.068158685,0.07599329999999999
Alabama,7,0,0.637203747,Terri A. Sewell,DEM,0.00009999999999998899,-0.0285624,-0.1060022,0.051155594999999936
Alaska,1,0,0.487764334,Nick Begich,REP,0.07989999999999997,0.0051861400000000005,-0.08576873500000001,0.09545487999999996
Arizona,1,0,0.48092998,David Schweikert,REP,-0.03069999999999995,-0.0245422,-0.1084432,0.059355019999999974
Arizona,2,0,0.455152371,Eli Crane,REP,0.005299999999999971,-0.026305349999999998,-0.1107101,0.058187554999999946
Arizona,3,0,0.727442512,Yassamin Ansari,DEM,0.0,0.00855496,-0.06420853000000001,0.08305549500000001
Arizona,4,0,0.537104238,Greg Stanton,DEM,0.023699999999999943,-0.01703255,-0.10309445,0.06810518499999996
Arizona,5,0,0.396118193,Andy Biggs,REP,0.0014999999999999458,-0.03489495,-0.11203035,0.04726154999999992
Arizona,6,0,0.487128006,Juan Ciscomani,REP,-0.125,-0.03855645,-0.12293695,0.04791284499999998
Arizona,7,0,0.634490851,Raúl Grijalva,DEM,0.0017000000000000348,-0.0302622,-0.10765680000000001,0.04952072999999998
Arizona,8,0,0.434992797,"Abraham ""Abe"" Hamadeh",REP,-0.0020999999999999908,-0.03831435,-0.12210620000000001,0.04788156999999995
Arizona,9,0,0.34702255,Paul Gosar,REP,0.0,-0.01567665,-0.08940574500000001,0.058981345
Arkansas,1,0,0.247708868,Rick Crawford,REP,0.0,0.009247385,-0.057267045,0.08087950999999997
Arkansas,2,0,0.410652136,French Hill,REP,0.010299999999999976,-0.002538185,-0.08220712000000001,0.08079628999999999
Arkansas,3,0,0.332410088,Steve Womack,REP,0.00009999999999998899,0.006659845,-0.06685608000000001,0.08522306499999993
Arkansas,4,0,0.270883209,Bruce Westerman,REP,0.0,0.0158591,-0.05249759500000001,0.08880348999999997
California,1,0,0.346573609,Doug LaMalfa,REP,0.0004999999999999449,-0.02854395,-0.10381805000000001,0.05154564
California,2,0,0.718837671,Jared Huffman,DEM,0.0,0.01197635,-0.05624091,0.08469310499999995
California,3,0,0.445326097,Kevin Kiley,REP,0.015900000000000025,-0.0201931,-0.10287255000000001,0.06505741499999997
California,4,0,0.664555854,Mike Thompson,DEM,0.00039999999999995595,0.01399945,-0.059638480000000015,0.09024689499999997
California,5,0,0.382348153,Tom McClintock,REP,0.0014000000000000679,-0.0353693,-0.11273390000000001,0.04669010999999999
California,6,0,0.576189945,Ami Bera,DEM,0.014499999999999957,-0.0244992,-0.10701105,0.056760494999999994
California,7,0,0.667508537,Doris Matsui,DEM,0.00019999999999997797,0.007219089999999999,-0.065509175,0.08636663999999998
California,8,0,0.739706259,John Garamendi,DEM,0.0,-0.01073205,-0.07808710500000002,0.0593979
California,9,0,0.517920726,Josh Harder,DEM,0.051100000000000034,-0.01175795,-0.096325565,0.07292366
California,10,0,0.664734573,Mark DeSaulnier,DEM,0.00009999999999998899,-0.008200215,-0.0815854,0.06947668499999995
California,11,0,0.810342336,Nancy Pelosi,DEM,0.0,0.030436650000000003,-0.022103940000000006,0.08922335499999999
California,12,1,1.0,Lateefah Simon,DEM,0.0,-0.018316850000000003,-0.06769198,0.033917579999999996
California,13,0,0.500443294,Adam Gray,DEM,-0.1099,-0.00631547,-0.10173750000000001,0.08774681999999996
California,14,0,0.677536651,Eric Swalwell,DEM,0.0,-0.01101565,-0.08566550000000002,0.06513527999999999
California,15,0,0.730970077,Kevin Mullin,DEM,0.0,-0.00010132469999999999,-0.07055445,0.07513935
California,16,1,1.0,Sam Liccardo,DEM,0.0,-0.0246785,-0.09059453,0.045483099999999985
California,17,0,0.676647952,Ro Khanna,DEM,0.0,-0.0203157,-0.09435376499999999,0.057143309999999926
California,18,0,0.646258742,Zoe Lofgren,DEM,0.00019999999999997797,-0.014367999999999999,-0.08746872,0.06349645499999997
California,19,0,0.692956741,Jimmy Panetta,DEM,0.00009999999999998899,0.0156227,-0.058951155000000005,0.09264991499999997
California,20,1,0.0,Vince Fong,REP,0.0,-0.02722155,-0.097048465,0.048586754999999995
California,21,0,0.525737607,Jim Costa,DEM,-0.15880000000000005,-0.050345100000000004,-0.13264585,0.03310834499999999
California,22,0,0.465789489,David G. Valadao,REP,0.3194,0.03759915,-0.046575685000000006,0.12315894999999996
California,23,0,0.398578058,Jay Obernolte,REP,0.0038000000000000256,-0.01181645,-0.09153881999999999,0.07040373999999995
California,24,0,0.626969829,Salud Carbajal,DEM,0.0020000000000000018,-0.0319999,-0.11005335000000002,0.04981652999999997
California,25,0,0.562528823,Raul Ruiz,DEM,0.15490000000000004,0.03295795,-0.049409205000000025,0.11666724999999999
California,26,0,0.560543335,Julia Brownley,DEM,0.031299999999999994,-0.01698995,-0.09933950500000001,0.065001825
California,27,0,0.513312673,George Whitesides,DEM,0.11399999999999999,0.011237750000000001,-0.07808225,0.1000706
California,28,0,0.649286857,Judy Chu,DEM,0.0026000000000000467,-0.0073998150000000006,-0.087340995,0.07490764
California,29,0,0.697767138,Luz Maria Rivas,DEM,0.0,-0.0112144,-0.08666333500000001,0.06602246499999999
California,30,0,0.683760135,Laura Friedman,DEM,0.0,-0.0143099,-0.08999319500000001,0.06571981999999997
California,31,0,0.597275268,Gil Cisneros,DEM,0.0042999999999999705,-0.024791800000000003,-0.10489185000000001,0.05797265999999997
California,32,0,0.662015576,Brad Sherman,DEM,0.0,-0.0157346,-0.087819065,0.06104565499999995
California,33,0,0.588134176,Pete Aguilar,DEM,0.0023000000000000798,-0.0359601,-0.11462325000000001,0.04708417999999991
California,34,1,1.0,Jimmy Gomez,DEM,0.0,-0.0246862,-0.08563977,0.04241707
California,35,0,0.584072274,Norma J. Torres,DEM,0.012800000000000034,-0.0136244,-0.09454399000000001,0.06908600999999999
California,36,0,0.687181378,Ted W. Lieu,DEM,0.0,-0.0225454,-0.09267444,0.05225015999999999
California,37,1,1.0,Sydney Kamlager-Dove,DEM,0.0,-0.02181185,-0.07808688000000001,0.037713205
California,38,0,0.598380737,Linda T. Sánchez,DEM,0.010599999999999943,-0.02801095,-0.10844535,0.05543268499999997
California,39,0,0.566885831,Mark Takano,DEM,0.010400000000000076,-0.01962265,-0.10076495,0.062097615
California,40,0,0.447396614,Young Kim,REP,0.044500000000000095,-0.00322185,-0.08549458,0.08248759999999992
California,41,0,0.483090465,Ken Calvert,REP,0.0024999999999999467,-0.0330713,-0.1160533,0.05109485999999987
California,42,0,0.68141358,Robert Garcia,DEM,0.0,-0.0214963,-0.09659537500000001,0.05692232499999995
California,43,0,0.750731598,Maxine Waters,DEM,0.0,-0.016124649999999997,-0.07606831500000001,0.05138072499999998
California,44,0,0.713725677,Nanette Diaz Barragán,DEM,0.0,0.006226580000000001,-0.06773873500000001,0.08090010499999997
California,45,0,0.501033637,Derek Tran,DEM,0.07200000000000001,0.012038,-0.078808775,0.10377994999999994
California,46,0,0.634254965,Lou Correa,DEM,0.007299999999999973,-0.009014524999999999,-0.08938894500000001,0.07575505499999995
California,47,0,0.51438964,Dave Min,DEM,-0.11170000000000002,-0.0256481,-0.11500655,0.06455718999999999
California,48,0,0.407074856,Darrell E. Issa,REP,0.0025000000000000577,-0.02308395,-0.1019505,0.05722346499999999
California,49,0,0.521735338,Mike Levin,DEM,-0.08509999999999995,-0.0278662,-0.10998685,0.059162559999999996
California,50,0,0.642748028,Scott Peters,DEM,0.0006000000000000449,-0.0260121,-0.10095615000000001,0.052338624999999986
California,51,0,0.606974089,Sara Jacobs,DEM,0.0028000000000000247,-0.0163138,-0.09731982500000001,0.06804901999999996
California,52,0,0.663092277,Juan Vargas,DEM,0.00029999999999996696,-0.01353515,-0.087832675,0.06610608999999992
Colorado,1,0,0.780079244,Diana DeGette,DEM,0.0,-0.000163723,-0.060567835000000014,0.06522589499999995
Colorado,2,0,0.702601158,Joe Neguse,DEM,0.0,-0.0120315,-0.08520989999999999,0.06390453499999993
Colorado,3,0,0.474220121,Jeff Hurd,REP,-0.05289999999999995,-0.049849950000000004,-0.13555025,0.03794189999999998
Colorado,4,0,0.43935985,Lauren Boebert,REP,-0.0018000000000000238,-0.061128600000000005,-0.14131055,0.02144939499999998
Colorado,5,0,0.427793325,Jeff Crank,REP,0.01419999999999999,-0.01498725,-0.09789837000000001,0.07436612499999996
Colorado,6,0,0.605285791,Jason Crow,DEM,0.005600000000000049,-0.0067497,-0.085828955,0.07502413499999998
Colorado,7,0,0.573504542,Brittany Pettersen,DEM,0.045599999999999974,-0.005666925,-0.089627735,0.08034440999999996
Colorado,8,0,0.496222906,Gabe Evans,REP,-0.041200000000000014,-0.01246725,-0.1022577,0.07793045499999997
Connecticut,1,0,0.644547347,John B. Larson,DEM,0.0016000000000000458,-0.00570291,-0.08229471,0.07449684999999996
Connecticut,2,0,0.580156366,Joe Courtney,DEM,0.09920000000000007,0.04418595,-0.038007545000000004,0.1271444
Connecticut,3,0,0.589068635,Rosa L. DeLauro,DEM,0.013499999999999956,0.016785349999999997,-0.064097955,0.09932053499999996
Connecticut,4,0,0.620522028,Jim Himes,DEM,0.00029999999999996696,-0.022673,-0.09983871000000001,0.05883787499999994
Connecticut,5,0,0.534086263,Jahana Hayes,DEM,-0.02969999999999995,-0.022527850000000002,-0.10635235000000001,0.06303873999999997
Delaware,1,0,0.588914689,Sarah McBride,DEM,0.0043999999999999595,-0.02145715,-0.10515715,0.06678079999999996
Florida,1,0,0.426258972,Matt Gaetz,REP,0.0,-0.039652450000000006,-0.1125979,0.03876917499999998
Florida,2,0,0.383620861,Neal Dunn,REP,0.01759999999999995,0.01457075,-0.066957365,0.09682472499999999
Florida,3,0,0.383906789,Kat Cammack,REP,0.0031999999999999806,0.00085801,-0.07760667000000002,0.08191425
Florida,4,0,0.427304289,Aaron Bean,REP,0.03870000000000007,0.00226394,-0.08162193000000001,0.08637182999999998
Florida,5,0,0.369233164,John H. Rutherford,REP,0.0019000000000000128,0.008980545,-0.068138195,0.09053509499999998
Florida,6,0,0.429562732,Michael Waltz,REP,0.0,-0.0349844,-0.1121251,0.044718379999999926
Florida,7,0,0.434735438,Cory Lee Mills,REP,0.021600000000000064,-0.0104677,-0.09581595500000001,0.07578620999999999
Florida,8,0,0.377615174,Mike Haridopolos,REP,0.0009000000000000119,-0.018048349999999998,-0.09955749500000001,0.067376655
Florida,9,0,0.564237947,Darren Soto,DEM,0.0047999999999999154,-0.02277265,-0.10527500000000001,0.061211694999999997
Florida,10,0,0.623738893,Maxwell Alejandro Frost,DEM,0.00029999999999996696,-0.04686495,-0.12709130000000002,0.036077014999999886
Florida,11,0,0.396243971,Daniel Webster,REP,0.00539999999999996,-0.0004735435,-0.08089837500000001,0.081129315
Florida,12,0,0.289611901,Gus Michael Bilirakis,REP,0.0,0.0207064,-0.048896585000000006,0.09497211
Florida,13,0,0.451762293,Anna Paulina Luna,REP,-0.0028000000000000247,-0.036764649999999996,-0.1203693,0.04870981499999999
Florida,14,0,0.577927121,Kathy Castor,DEM,0.014700000000000046,-0.02400965,-0.10326165000000001,0.059277019999999854
Florida,15,0,0.438203023,Laurel Lee,REP,0.056700000000000084,0.00452254,-0.078370065,0.09086751499999997
Florida,16,0,0.405211214,Vern Buchanan,REP,0.007000000000000006,-0.006237085,-0.08539504500000002,0.07560224
Florida,17,0,0.360959218,Greg Steube,REP,0.0010000000000000009,-0.01556335,-0.090630945,0.0662074
Florida,18,0,0.346968014,Scott Franklin,REP,0.0,-0.007441785,-0.083609505,0.07111676999999994
Florida,19,0,0.336835472,Byron Donalds,REP,0.00019999999999997797,0.0017609449999999999,-0.072442925,0.081448905
Florida,20,1,1.0,Sheila Cherfilus-McCormick,DEM,0.0,-0.00702983,-0.07576678,0.06329195499999997
Florida,21,0,0.381756313,Brian Mast,REP,0.0046000000000000485,-0.00008841449999999999,-0.07786345,0.08100544499999991
Florida,22,0,0.549556229,Lois Frankel,DEM,0.03070000000000006,-0.019389200000000002,-0.10133400000000001,0.06647981499999994
Florida,23,0,0.5244512,Jared Moskowitz,DEM,-0.13949999999999996,-0.034736249999999996,-0.12004635000000001,0.051098539999999935
Florida,24,0,0.682413172,Frederica Wilson,DEM,0.0,-0.00199642,-0.071087595,0.07094629
Florida,25,0,0.544782165,Debbie Wasserman Schultz,DEM,-0.010600000000000054,-0.03434535,-0.11442855000000002,0.05096358499999999
Florida,26,0,0.290827404,Mario Diaz-Balart,REP,0.0,0.029017,-0.04278259500000001,0.10342984999999998
Florida,27,0,0.396244547,Maria Elvira Salazar,REP,0.010000000000000009,0.006399845,-0.074173815,0.09123537999999996
Florida,28,0,0.354340269,Carlos A. Gimenez,REP,0.0022999999999999687,0.023487099999999997,-0.05417952500000001,0.10447324999999998
Georgia,1,0,0.380155512,"Earl L. ""Buddy"" Carter",REP,0.013900000000000023,-0.00010668550000000001,-0.0799437,0.08279134999999997
Georgia,2,0,0.563287797,Sanford Bishop,DEM,0.010699999999999932,-0.02936025,-0.1100626,0.05630901499999996
Georgia,3,0,0.336945251,Brian Jack,REP,0.00009999999999998899,-0.00724276,-0.08452783000000001,0.07558632499999995
Georgia,4,0,0.75583216,"Henry ""Hank"" Johnson Jr.",DEM,0.0,-0.00180043,-0.063244985,0.06514231
Georgia,5,0,0.856787056,Nikema Williams,DEM,0.0,0.02074815,-0.02856519,0.07444958999999986
Georgia,6,0,0.746832338,Lucy McBath,DEM,0.0,-0.0064366,-0.071464675,0.06420180999999998
Georgia,7,0,0.351481518,Rich McCormick,REP,0.00039999999999995595,-0.00951511,-0.085821425,0.07236198999999992
Georgia,8,0,0.310833053,Austin Scott,REP,0.0,-0.0009631675,-0.07468216999999999,0.07764600499999992
Georgia,9,0,0.309951733,Andrew Clyde,REP,0.0,0.0027865249999999998,-0.06850332000000002,0.07947594999999996
Georgia,10,0,0.369481407,Mike Collins,REP,0.0009000000000000119,-0.01224815,-0.09195277,0.0694828999999999
Georgia,11,0,0.326913819,Barry Loudermilk,REP,0.00029999999999996696,-0.01079365,-0.08657479000000001,0.06756527999999999
Georgia,12,0,0.396807769,Richard W. Allen,REP,0.02540000000000009,0.007036695,-0.07455154,0.08919724999999996
Georgia,13,0,0.718341759,David Scott,DEM,0.0,0.006253405,-0.062088135,0.07889628
Georgia,14,0,0.356312053,Marjorie Taylor Greene,REP,0.0,-0.0344618,-0.10695015000000002,0.03982734999999998
Hawaii,1,0,0.718415642,Ed Case,DEM,0.006399999999999961,0.077536,-0.001219245000000028,0.15866105
Hawaii,2,0,0.687777695,Jill N. Tokuda,DEM,0.0032999999999999696,0.01746945,-0.06347596500000001,0.10183484999999981
Idaho,1,0,0.26385297,Russ Fulcher,REP,0.0,-0.00006843640000000001,-0.06605598000000001,0.07216983499999997
Idaho,2,0,0.335404998,Mike Simpson,REP,0.00019999999999997797,-0.007129180000000001,-0.081892485,0.07031301499999996
Illinois,1,0,0.658524562,Jonathan L. Jackson,DEM,0.0,-0.046118099999999995,-0.11788860000000001,0.030547624999999988
Illinois,2,0,0.6756033,Robin Kelly,DEM,0.0,-0.01636305,-0.08714637,0.05811996999999998
Illinois,3,0,0.672890398,Delia Ramirez,DEM,0.0,-0.01455185,-0.090816605,0.0634453649999999
Illinois,4,0,0.71214723,"Jesus ""Chuy"" Garcia",DEM,0.0,0.02417165,-0.046907515000000004,0.09906684999999993
Illinois,5,0,0.689712493,Mike Quigley,DEM,0.0,-0.0117286,-0.08182765500000001,0.06494669499999998
Illinois,6,0,0.542081194,Sean Casten,DEM,0.026599999999999957,-0.01958145,-0.10205170000000001,0.06662235499999991
Illinois,7,0,0.832970046,Danny K. Davis,DEM,0.0,0.00273237,-0.047821675,0.058764214999999995
Illinois,8,0,0.570555609,Raja Krishnamoorthi,DEM,0.04580000000000006,-0.009294795,-0.09269812000000002,0.07444391499999985
Illinois,9,0,0.683892713,Janice D. Schakowsky,DEM,0.0,-0.023487099999999997,-0.09493357000000001,0.05222899499999998
Illinois,10,0,0.599780685,Brad Schneider,DEM,0.0029000000000000137,-0.0272094,-0.10820345,0.05451443499999996
Illinois,11,0,0.555911032,Bill Foster,DEM,0.03149999999999997,-0.01940505,-0.1008434,0.06513319999999999
Illinois,12,0,0.258072677,Mike Bost,REP,0.0,0.00445396,-0.059722185000000004,0.07411477499999998
Illinois,13,0,0.581125325,Nikki Budzinski,DEM,0.02399999999999991,-0.01207685,-0.095301815,0.07349488499999998
Illinois,14,0,0.551037818,Lauren Underwood,DEM,0.04810000000000003,-0.01270645,-0.09501617999999999,0.07111330499999997
Illinois,15,1,0.0,Mary Miller,REP,0.0,-0.008295460000000001,-0.07760132,0.06594541499999998
Illinois,16,1,0.0,Darin LaHood,REP,0.00029999999999996696,0.02755485,-0.046750545000000004,0.1046196
Illinois,17,0,0.544263941,Eric Sorensen,DEM,-0.044399999999999995,-0.026518399999999998,-0.11171734999999999,0.06002181499999993
Indiana,1,0,0.543163802,Frank J. Mrvan,DEM,-0.006099999999999994,-0.021856399999999998,-0.1067075,0.06537330999999989
Indiana,2,0,0.355503644,Rudy Yakym,REP,0.00039999999999995595,0.00427078,-0.07318771,0.08589883999999992
Indiana,3,0,0.325667834,Marlin A. Stutzman,REP,0.00009999999999998899,0.012692499999999999,-0.06253710500000001,0.08989967499999997
Indiana,4,0,0.322994014,Jim Baird,REP,0.0,-0.0061124249999999995,-0.08003938000000001,0.07156026499999997
Indiana,5,0,0.401810226,Victoria Spartz,REP,0.0030999999999999917,-0.01998365,-0.10043935000000001,0.06262556999999996
Indiana,6,0,0.331479625,Jefferson Shreve,REP,0.0,-0.01134665,-0.08951705000000001,0.06805254499999995
Indiana,7,0,0.702423531,André Carson,DEM,0.0,-0.04305385,-0.11329260000000001,0.03027554999999994
Indiana,8,0,0.302332737,Mark Messmer,REP,0.0,0.00305836,-0.072421325,0.08188998999999997
Indiana,9,0,0.337214973,Erin Houchin,REP,0.0,-0.009119555,-0.08296328,0.07286396999999993
Iowa,1,0,0.499032948,Mariannette Miller-Meeks,REP,0.04810000000000003,-0.01170035,-0.09526212500000002,0.07067924499999996
Iowa,2,0,0.421107472,Ashley Hinson,REP,0.05910000000000004,0.0012801549999999998,-0.08348576,0.08485707999999999
Iowa,3,0,0.480831074,Zach Nunn,REP,0.02190000000000003,-0.0132603,-0.10122270000000001,0.07502058499999996
Iowa,4,0,0.32781321,Randy Feenstra,REP,0.00009999999999998899,0.00215065,-0.07224087500000001,0.078660385
Kansas,1,0,0.308630419,Tracey Mann,REP,0.0,-0.0003724355,-0.072748215,0.07685892499999994
Kansas,2,0,0.400943396,Derek Schmidt,REP,0.02980000000000005,0.0061335899999999995,-0.08119688000000001,0.09595128499999998
Kansas,3,0,0.556036573,Sharice Davids,DEM,0.17169999999999996,0.0113682,-0.07490941500000001,0.09467213
Kansas,4,0,0.349501962,Ron Estes,REP,0.0007000000000000339,-0.0109394,-0.087905985,0.068220925
Kentucky,1,0,0.252919876,James R. Comer,REP,0.0,0.0021081,-0.06353419,0.07081419500000001
Kentucky,2,0,0.268982666,S. Brett Guthrie,REP,0.0,-0.00009274805,-0.06954986,0.07331109499999997
Kentucky,3,0,0.619560542,Morgan McGarvey,DEM,0.0013999999999999568,-0.0143155,-0.09392184,0.06566404999999988
Kentucky,4,1,0.0,Thomas Massie,REP,0.0,-0.0214225,-0.092229415,0.054616414999999995
Kentucky,5,1,0.0,Hal Rogers,REP,0.0,0.04150605,-0.0112926,0.09876874999999997
Kentucky,6,0,0.366042036,Andy Barr,REP,0.013399999999999967,0.008669285,-0.07086569000000001,0.08984378999999992
Louisiana,1,0,0.264542591,Steve Scalise,REP,0.0,0.0460693,-0.018594715,0.11511449999999998
Louisiana,2,0,0.815461999,Troy A. Carter Sr.,DEM,0.0,0.09081855,0.019484729999999992,0.1642788
Louisiana,3,0,0.209127163,Clay Higgins,REP,0.0,0.0899963,0.028554654999999998,0.15640659999999998
Louisiana,4,1,0.0,Mike Johnson,REP,0.0,0.0342867,-0.025919105,0.10198614999999996
Louisiana,5,0,0.292168102,Julia Letlow,REP,0.0,0.058737399999999995,-0.010305660000000003,0.13502769999999992
Louisiana,6,0,0.573620545,Cleo Fields,DEM,-0.0006999999999999229,-0.0368302,-0.12254570000000001,0.048813754999999986
Maine,1,0,0.617323247,Chellie Pingree,DEM,0.006900000000000017,-0.00159212,-0.079111795,0.0800760499999998
Maine,2,0,0.503455091,Jared Forrest Golden,DEM,0.3018,0.02754625,-0.05888172500000001,0.11515614999999996
Maryland,1,0,0.386167872,Andy Harris,REP,0.0025000000000000577,-0.022054999999999998,-0.09941950000000001,0.05893250999999996
Maryland,2,0,0.595401143,"John ""Johnny O"" Olszewski Jr.",DEM,0.006300000000000083,-0.014495500000000001,-0.09631600000000001,0.07261486999999997
Maryland,3,0,0.610211748,Sarah Elfreth,DEM,0.0011999999999999789,-0.016582,-0.099216855,0.06866021999999997
Maryland,4,0,0.887228291,Glenn F. Ivey,DEM,0.0,0.0552469,0.010131459999999997,0.10733799999999995
Maryland,5,0,0.679157767,Steny Hoyer,DEM,0.00019999999999997797,0.009696324999999999,-0.06173742,0.087765215
Maryland,6,0,0.531687611,April McClain Delaney,DEM,-0.0040000000000000036,-0.0144573,-0.10208680000000002,0.07266685499999999
Maryland,7,0,0.823812657,Kweisi Mfume,DEM,0.0,0.00270712,-0.05281059500000001,0.06325197999999996
Maryland,8,0,0.789628624,Jamie Raskin,DEM,0.0,0.001869505,-0.05889816500000001,0.06687225499999996
Massachusetts,1,1,1.0,Richard E. Neal,DEM,0.005900000000000016,-0.004604235,-0.08689245000000001,0.082889415
Massachusetts,2,1,1.0,James P. McGovern,DEM,0.00019999999999997797,0.005988045,-0.068226515,0.08396544999999996
Massachusetts,3,1,1.0,Lori Loureiro Trahan,DEM,0.0008000000000000229,-0.011212449999999999,-0.09309492,0.0719791449999999
Massachusetts,4,1,1.0,Jake Auchincloss,DEM,-0.00009999999999998899,-0.0429568,-0.12397025,0.04155130999999999
Massachusetts,5,1,1.0,Katherine M. Clark,DEM,0.0,0.00206868,-0.06385554500000001,0.07083996999999997
Massachusetts,6,1,1.0,Seth Moulton,DEM,0.0012999999999999678,0.024485899999999998,-0.05282081500000001,0.10335874999999999
Massachusetts,7,1,1.0,Ayanna S. Pressley,DEM,0.0,0.01690495,-0.037704925,0.07580182499999999
Massachusetts,8,0,0.70580477,Stephen F. Lynch,DEM,0.0,0.05307265,-0.017095130000000004,0.1295866
Massachusetts,9,0,0.565180717,Bill Keating,DEM,0.016199999999999992,0.01079625,-0.069002615,0.09408417499999992
Michigan,1,0,0.390623077,Jack Bergman,REP,0.0008000000000000229,-0.019901349999999998,-0.09689221499999999,0.06112388499999996
Michigan,2,0,0.327293845,John Moolenaar,REP,0.0,-0.00685816,-0.08018507500000002,0.06812790499999999
Michigan,3,0,0.550747078,Hillary Scholten,DEM,0.0464,-0.00991369,-0.094609995,0.07559984999999983
Michigan,4,0,0.440533963,Bill Huizenga,REP,0.0747000000000001,0.007452165,-0.075598705,0.09050746999999998
Michigan,5,0,0.498790929,Tim Walberg,REP,0.0,-0.03934345,-0.11464795000000003,0.038599404999999996
Michigan,6,0,0.639266063,Debbie Dingell,DEM,0.0007000000000000339,0.002016485,-0.07367704,0.08381564999999998
Michigan,7,0,0.480806355,Tom Barrett,REP,-0.03979999999999995,-0.01632175,-0.10269155,0.06859591
Michigan,8,0,0.534626985,Kristen McDonald Rivet,DEM,0.08350000000000002,0.00041800699999999997,-0.08611925000000001,0.08887230999999998
Michigan,9,0,0.306475481,Lisa McClain,REP,0.00009999999999998899,-0.009946825,-0.083400985,0.06653753999999999
Michigan,10,0,0.4681091,John James,REP,-0.09770000000000001,-0.02513675,-0.1103351,0.059901049999999983
Michigan,11,0,0.595100089,Haley Stevens,DEM,0.007299999999999973,-0.01015485,-0.09086209,0.07265853999999992
Michigan,12,0,0.732567285,Rashida Tlaib,DEM,0.0,-0.008023240000000001,-0.0738943,0.06064053999999999
Michigan,13,0,0.736684406,Shri Thanedar,DEM,0.0,-0.001982265,-0.06726791500000001,0.06977076499999998
Minnesota,1,0,0.414453597,Brad Finstad,REP,0.024799999999999933,-0.00980499,-0.09423972500000001,0.07644787999999993
Minnesota,2,0,0.568892806,Angie Craig,DEM,0.08510000000000006,-0.00594617,-0.091866555,0.08040372999999998
Minnesota,3,0,0.584968196,Kelly Morrison,DEM,0.005700000000000038,-0.02222795,-0.10653415000000001,0.06618441499999995
Minnesota,4,0,0.673664059,Betty McCollum,DEM,0.0,-0.02207095,-0.09255168000000001,0.05309195499999998
Minnesota,5,0,0.751747154,Ilhan Omar,DEM,0.0,-0.0435382,-0.10347475,0.022026269999999997
Minnesota,6,0,0.374667914,Tom Emmer,REP,0.0020000000000000018,-0.015450100000000001,-0.09313899,0.06514584999999994
